FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores/Hygiene,Scores/Structural,Scores/ConfidenceInManagement,SchemeType,NewRatingPending,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,RatingDate/_xsi:nil,Geocode/Longitude,Geocode/Latitude
1244197,76823,XI-Yang-Yang,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,87 Parkside Drive,,Liverpool,Liverpool,L12 5EQ,TRUE,-2.9142206,53.4370731
1243884,71812,Sunny Fish Bar,Takeaway/sandwich shop,7844,3,fhrs_3_en-GB,24/04/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,10,10,FHRS,FALSE,150 Mill Lane,,Liverpool,Liverpool,L13 4AH,,-2.9142136,53.4065767
1219332,77201,Spice Tandoori,Takeaway/sandwich shop,7844,3,fhrs_3_en-GB,07/01/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,10,10,FHRS,FALSE,154 Mill Lane,,Liverpool,Liverpool,L13 4AH,,-2.9141822,53.406514
496802,PI/000099811,Murrys Diner,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,11/07/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,10,FHRS,FALSE,160 Mill Lane,,Liverpool,Liverpool,L13 4AH,,-2.9141812,53.4064691
982488,PI/000271174,TJ Newsagents,Retailers - other,4613,5,fhrs_5_en-GB,28/03/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,162 Mill Lane,,Liverpool,Liverpool,L13 4AH,,-2.9141797,53.4063972
1257467,78198,mill lane pizza,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,130 Mill Lane,,Liverpool,Liverpool,L13 4AH,TRUE,-2.9141741,53.4068377
497131,PI/000131143,Royal British Legion,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,26/06/2014,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,"Crawford House, 161 Rose Lane",,Liverpool,Liverpool,L18 5EA,,-2.9141724,53.380096
1034654,PI/000272480,Candy Joint,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,08/05/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,10,5,FHRS,FALSE,190 Derby Lane,,Liverpool,Liverpool,L13 6QQ,,-2.9141673,53.4205548
496369,PI/000044458,Wongs Fish And Chips,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,23/02/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,0,FHRS,FALSE,"Wongs Fish And Chips, 186 Derby Lane",,Liverpool,Liverpool,L13 6QQ,,-2.914165974,53.42050171
1219281,1867,MARSHILS WINE CONVENIENCE STORE,Retailers - other,4613,4,fhrs_4_en-GB,21/01/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,0,5,FHRS,FALSE,106 - 108 Mill Lane,,Liverpool,Liverpool,L13 4AH,,-2.9141567,53.4071707
861623,PI/000268609,Stoneycroft News,Retailers - other,4613,4,fhrs_4_en-GB,21/03/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,10,FHRS,FALSE,158 Derby Lane,,Liverpool,Liverpool,L13 6QQ,,-2.9141484,53.419674
1016347,PI/000271960,McGintys,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,31/10/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,142 - 148 Mill Lane,,Liverpool,Liverpool,L13 4AH,,-2.9141334,53.4066531
498659,PI/000247148,Majestic News,Retailers - other,4613,5,fhrs_5_en-GB,29/10/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,0,5,FHRS,FALSE,50 Derby Lane,,Liverpool,Liverpool,L13 3DL,,-2.9140817,53.4151621
683701,PI/000099775,Glasshouse Hotel,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,02/02/2015,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,45 Mill Lane,,Liverpool,Liverpool,L13 5TF,,-2.9140589,53.4098858
665071,PI/000261843,Danny's,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,19/09/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,5,FHRS,FALSE,70 Muirhead Avenue East,,Liverpool,Liverpool,L11 1EL,,-2.9139937,53.4377248
1252339,78089,Alectrofag Convenience and Vape Store,Retailers - other,4613,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,15 St Oswalds Street,,Liverpool,Liverpool,L13 5SA,TRUE,-2.9139035,53.4130863
1244343,77873,roast,Restaurant/Cafe/Canteen,1,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,19 St Oswalds Street,,Liverpool,Liverpool,L13 5SA,TRUE,-2.9138988,53.4129433
497186,PI/000138009,Swan Cafe,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,03/07/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,10,FHRS,FALSE,17 St Oswalds Street,,Liverpool,Liverpool,L13 5SA,,-2.9138694,53.4129794
634282,PI/000260297,Mamos,Takeaway/sandwich shop,7844,2,fhrs_2_en-GB,09/08/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,15,15,10,FHRS,FALSE,64 Rose Lane,,Liverpool,Liverpool,L18 5ED,,-2.9138346,53.379766
497132,PI/000131152,Espresso Plus Cafe Bar,Restaurant/Cafe/Canteen,1,3,fhrs_3_en-GB,22/07/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,10,10,FHRS,FALSE,173 Rose Lane,,Liverpool,Liverpool,L18 5EA,,-2.9138167,53.3803324
497951,PI/000235487,Beijing Palace,Takeaway/sandwich shop,7844,4,fhrs_4_en-GB,25/06/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,10,0,FHRS,FALSE,80 Muirhead Avenue East,,Liverpool,Liverpool,L11 1EL,,-2.9138164,53.4378789
497185,PI/000137985,Old Swan,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,25/07/2016,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,"The Oldswan, 1 - 5 St Oswalds Street",,Liverpool,Liverpool,L13 5SA,,-2.913810968,53.41305161
982487,PI/000271173,The Chocolate Box,Retailers - other,4613,5,fhrs_5_en-GB,28/03/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,56 Muirhead Avenue East,,Liverpool,Liverpool,L11 1EL,,-2.91377306,53.4379425
498876,PI/000248723,Bluebell Nursery,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,08/03/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,7 Heathfield Road,,Liverpool,Liverpool,L15 9EU,,-2.9137718,53.3901665
1158858,832899,Rizo Pizza,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,21/04/2021,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,9 St Oswalds Street,,Liverpool,Liverpool,L13 5SA,,-2.9137233,53.4131783
1243828,71747,Noya Concept,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,27/04/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,5,FHRS,FALSE,90 Muirhead Avenue East,,Liverpool,Liverpool,L11 1EL,,-2.9136678,53.43797
496493,PI/000065843,Autism Initiatives,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,27/04/2016,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,3 Grassendale Road,,Liverpool,Liverpool,L19 0LY,,-2.9136375,53.3607289
496406,PI/000051859,Showcase Cinemas,Retailers - other,4613,3,fhrs_3_en-GB,17/07/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,10,5,FHRS,FALSE,340 East Lancashire Road,Norris Green,Liverpool,Liverpool,L11 9YJ,,-2.913621,53.4568465
1243854,71776,Ch & Co,School/college/university,7845,5,fhrs_5_en-GB,26/11/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,"Catering Service, St Oswalds Catholic Primary School Montague Road",,Liverpool,Liverpool,L13 5TE,,-2.913544893,53.4111824
1244177,76533,Ch & Co,School/college/university,7845,5,fhrs_5_en-GB,26/11/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,"Catering Service, St Oswalds Junior School Montague Road",,Liverpool,Liverpool,L13 5TE,,-2.913544893,53.4111824
876526,PI/000268174,New China Garden,Restaurant/Cafe/Canteen,1,3,fhrs_3_en-GB,08/11/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,10,5,FHRS,FALSE,96 - 98 Muirhead Avenue East,,Liverpool,Liverpool,L11 1EL,,-2.9135044,53.4380701
1243592,71166,52 Rose Lane & Tusk,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,27/08/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,52 Rose Lane,,Liverpool,Liverpool,L18 5ED,,-2.913433,53.3799668
497196,PI/000140426,Stoneycroft Childrens Centre,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,05/03/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,"Stoneycroft Childrens Centre, 38 Scotia Road",,Liverpool,Liverpool,L13 6QJ,,-2.913302898,53.42021942
1243692,71584,Taylors Catering,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,16/06/2015,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,5,FHRS,FALSE,"Taylors Catering, Mossley Hill Athletics Club Mossley Hill Road",Mossley Hill,Liverpool,Liverpool,L18 8DX,,-2.913276911,53.37969971
498089,PI/000238976,Aldi,Retailers - supermarkets/hypermarkets,7840,5,fhrs_5_en-GB,04/02/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,"Aldi Supermarket, 10 Broad Green Road",,Liverpool,Liverpool,L13 5SG,,-2.913223028,53.41299438
683880,PI/000262341,L'Olivetto,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,12/04/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,193 - 195 Rose Lane,,Liverpool,Liverpool,L18 5EA,,-2.9132069,53.3806427
590815,PI/000259991,Castle Grange Care Centre,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,21/12/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,9 Haymans Green,,Liverpool,Liverpool,L12 7JG,,-2.9132007,53.4323286
498581,PI/000246565,Tesco Express,Retailers - supermarkets/hypermarkets,7840,5,fhrs_5_en-GB,15/10/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,"Tesco Express, 97 - 101 Holmefield Road",,Liverpool,Liverpool,L19 3PF,,-2.913067102,53.36845398
1243824,71742,Costa Coffee,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,21/11/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,"Costa Coffee, 598 - 598A Prescot Road",Old Swan,Liverpool,Liverpool,L13 5XE,,-2.9130544,53.4133255
497129,PI/000131099,Tesco,Retailers - supermarkets/hypermarkets,7840,5,fhrs_5_en-GB,16/08/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,"Tesco Express Supermarket, 54 - 60 Rose Lane",,Liverpool,Liverpool,L18 5ED,,-2.913017035,53.38019562
683825,PI/000261501,All in One,Retailers - other,4613,4,fhrs_4_en-GB,10/07/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,0,5,FHRS,FALSE,"All In One, 134 Muirhead Avenue East",,Liverpool,Liverpool,L11 1EW,,-2.912820101,53.43842697
1339498,79405,Papa Johns,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,48 - 50 Allerton Road,Mossley Hill,Liverpool,Liverpool,L18 1LN,TRUE,-2.9127701,53.3883314
496183,PI/000026887,Tung Fong Chip Shop,Takeaway/sandwich shop,7844,2,fhrs_2_en-GB,04/07/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,15,10,FHRS,FALSE,3 Broad Green Road,,Liverpool,Liverpool,L13 5SD,,-2.9127441,53.4131229
1034607,PI/000272352,Sweet & Cheese,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,14/05/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,602 Prescot Road,Old Swan,Liverpool,Liverpool,L13 5XE,,-2.9127169,53.4132579
1244027,72001,Byrnes,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,09/07/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,0,FHRS,FALSE,148 Muirhead Avenue East,,Liverpool,Liverpool,L11 1EW,,-2.9127006,53.4384987
1243673,71547,Frankyz,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,23/09/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,0,0,FHRS,FALSE,5 Broad Green Road,,Liverpool,Liverpool,L13 5SD,,-2.9126986,53.4131052
1243645,71411,Rose Ann News,Retailers - other,4613,5,fhrs_5_en-GB,15/08/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,0,0,FHRS,FALSE,207 Rose Lane,,Liverpool,Liverpool,L18 5EA,,-2.9125947,53.3808362
521566,PI/000124587,Vagabonds Lawn Tennis Club,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,11/11/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,Vagabonds Tennis Club Queens Drive,West Derby,Liverpool,Liverpool,L13 0AG,,-2.912503004,53.42224121
1244117,76096,Tesco Express,Retailers - supermarkets/hypermarkets,7840,5,fhrs_5_en-GB,24/07/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,"Tesco Express Supermarket, 5 Allerton Road",Mossley Hill,Liverpool,Liverpool,L18 1LG,,-2.91247797,53.38874817
817776,PI/000266606,Glass Onion,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,16/10/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,"Ground Floor, 13 Allerton Road",Mossley Hill,Liverpool,Liverpool,L18 1LG,,-2.9124025,53.3887208
542991,PI/000256471,"Busy Bees at Childwall, Liverpool",Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,16/07/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,4 Childwall Road,,Liverpool,Liverpool,L15 6UU,,-2.9124022,53.3978444
498295,PI/000243159,Travelodge Liverpool Stoneycroft,Hotel/bed & breakfast/guest house,7842,5,fhrs_5_en-GB,15/01/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,Travelodge Queens Drive,West Derby,Liverpool,Liverpool,L13 0AS,,-2.912395954,53.42146683
496718,PI/000095009,Harrison News,Retailers - other,4613,5,fhrs_5_en-GB,19/06/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,171 Lower House Lane,,Liverpool,Liverpool,L11 2SF,,-2.9122965,53.4491534
616772,PI/000259084,Dragon Dragon,Takeaway/sandwich shop,7844,3,fhrs_3_en-GB,11/05/2021,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,10,10,FHRS,FALSE,19 Broad Green Road,,Liverpool,Liverpool,L13 5SD,,-2.9122262,53.4128212
1273346,78421,sang sang,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,682 Aigburth Road,Cressington,Liverpool,Liverpool,L19 ONY,TRUE,-2.91220808,53.36062241
1339486,79379,Nizam’s Burger limited,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,676 Aigburth Road,Cressington,Liverpool,Liverpool,L19 0NY,TRUE,-2.9122077,53.3606229
496549,PI/000072774,West Derby Bowling Club,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,07/12/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,3 Haymans Green,,Liverpool,Liverpool,L12 7JG,,-2.912116,53.4315818
979390,PI/000270855,Pizza Park,Takeaway/sandwich shop,7844,1,fhrs_1_en-GB,28/11/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,15,15,20,FHRS,FALSE,680 Aigburth Road,Cressington,Liverpool,Liverpool,L19 0NY,,-2.912101,53.3605519
498758,PI/000247830,A A News,Retailers - other,4613,5,fhrs_5_en-GB,20/01/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,27 Broad Green Road,,Liverpool,Liverpool,L13 5SD,,-2.9120867,53.4126335
497856,PI/000232566,Mersey Care Nhs Trust,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,27/02/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,Olive Mount Hospital Old Mill Lane,,Liverpool,Liverpool,L15 8LN,,-2.9119595,53.4010568
495996,PI/000003256,Carrie's Cafe,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,08/08/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,686 Aigburth Road,Cressington,Liverpool,Liverpool,L19 0NY,,-2.9118423,53.360401
497112,PI/000128219,Greggs,Takeaway/sandwich shop,7844,5,fhrs_5_en-GB,09/07/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,549 Prescot Road,Old Swan,Liverpool,Liverpool,L13 5UX,,-2.9118265,53.413831
495997,PI/000003258,Hirshy News,Retailers - other,4613,1,fhrs_1_en-GB,21/12/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,20,5,FHRS,FALSE,688 Aigburth Road,Cressington,Liverpool,Liverpool,L19 0NY,,-2.9117963,53.3603564
752326,PI/000264275,Food for Thought at St Austins,School/college/university,7845,5,fhrs_5_en-GB,04/07/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,St Austins Catholic Primary School Riverbank Road,,Liverpool,Liverpool,L19 9DH,,-2.911770105,53.36264801
908815,PI/000269470,Amakura Coffee Shop,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,26/03/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,1 - 3 Booker Avenue,,Liverpool,Liverpool,L18 4QY,,-2.911703,53.368654
1316118,79216,Relish Concessions,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,29 Broad Green Road,,Liverpool,Liverpool,L13 5SD,TRUE,-2.9116931,53.4125196
1244278,77603,Relish Event Catering Ltd,Other catering premises,7841,5,fhrs_5_en-GB,26/02/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,5,FHRS,FALSE,29 Broad Green Road,,Liverpool,Liverpool,L13 5SD,,-2.9116931,53.4125196
1300538,78701,SKAUS,Restaurant/Cafe/Canteen,1,3,fhrs_3_en-GB,05/05/2021,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,10,10,10,FHRS,FALSE,66 - 68 Allerton Road,Mossley Hill,Liverpool,Liverpool,L18 1LW,,-2.911545038,53.38798141
1016343,PI/000271763,Almonds Catering Supplies,Distributors/Transporters,7,5,fhrs_5_en-GB,26/09/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,5,FHRS,FALSE,5 Sugarbrook Drive,,Liverpool,Liverpool,L11 2BD,,-2.9114694,53.4585669
779721,PI/000264843,The Halton Castle,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,10/07/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,"The Halton Castle, 86 Mill Lane",West Derby,Liverpool,Liverpool,L12 7JD,,-2.9114314,53.4305353
497604,PI/000191186,Runnymede St Edwards School,School/college/university,7845,5,fhrs_5_en-GB,08/03/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,Runnymede St Edwards School North Drive,Sandfield Park,Liverpool,Liverpool,L12 1LE,,-2.911408901,53.42454147
497218,PI/000143263,Merseyside Fire Brigade,Other catering premises,7841,5,fhrs_5_en-GB,28/06/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,Croxteth Community Fire Station Storrington Avenue,,Liverpool,Liverpool,L11 9AP,,-2.911390066,53.45038986
1243985,71935,Kids in Bloom,Hospitals/Childcare/Caring Premises,5,5,fhrs_5_en-GB,14/01/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,19 West Derby Village,,Liverpool,Liverpool,L12 5HJ,,-2.9113333,53.43299
1158860,834759,The Ladle,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,13/05/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,19 West Derby Village,,Liverpool,Liverpool,L12 5HJ,,-2.9113333,53.43299
1061064,PI/000272151,Bargain Booze,Retailers - other,4613,5,fhrs_5_en-GB,02/07/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,557 Prescot Road,Old Swan,Liverpool,Liverpool,L13 5UX,,-2.9113168,53.4139158
496798,PI/000099726,A & M Higham,Retailers - other,4613,5,fhrs_5_en-GB,28/03/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,84 Mill Lane,West Derby,Liverpool,Liverpool,L12 7JD,,-2.9112818,53.4305814
497013,PI/000120771,Greenhalghs Craft Bakery,Retailers - other,4613,5,fhrs_5_en-GB,09/07/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,5,FHRS,FALSE,559 Prescot Road,Old Swan,Liverpool,Liverpool,L13 5UX,,-2.9112568,53.4139252
497014,PI/000120774,Bexleys,Retailers - other,4613,5,fhrs_5_en-GB,24/09/2018,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,5,FHRS,FALSE,561 Prescot Road,Old Swan,Liverpool,Liverpool,L13 5UX,,-2.9111818,53.4139348
1244244,77452,Poundbakery,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,"Pound Bakery, 569 Prescot Road",Old Swan,Liverpool,Liverpool,L13 5UX,TRUE,-2.911091089,53.41390991
1244318,77778,Gemellis,Takeaway/sandwich shop,7844,AwaitingInspection,fhrs_awaitinginspection_en-GB,,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,,,,FHRS,FALSE,563 Prescot Road,Old Swan,Liverpool,Liverpool,L13 5UX,TRUE,-2.9110909,53.4139085
498810,PI/000248123,Poundland,Retailers - other,4613,4,fhrs_4_en-GB,18/02/2020,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,10,10,FHRS,FALSE,614 Prescot Road,Old Swan,Liverpool,Liverpool,L13 5XE,,-2.911083937,53.41356659
497019,PI/000120852,Masons Arms,Pub/bar/nightclub,7843,5,fhrs_5_en-GB,30/08/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,646 Prescot Road,Old Swan,Liverpool,Liverpool,L13 5XE,,-2.9110836,53.413567
1243633,71342,51 Mill Lane,Pub/bar/nightclub,7843,4,fhrs_4_en-GB,06/08/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,10,5,FHRS,FALSE,51 Mill Lane,West Derby,Liverpool,Liverpool,L12 7HZ,,-2.910989,53.43026
805534,PI/000266259,Amo Coffee House,Restaurant/Cafe/Canteen,1,5,fhrs_5_en-GB,03/06/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,5,0,FHRS,FALSE,60 Mill Lane,West Derby,Liverpool,Liverpool,L12 7JB,,-2.9109648,53.43124
699870,PI/000262677,Sandfield Park School,School/college/university,7845,5,fhrs_5_en-GB,18/09/2017,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,0,0,0,FHRS,FALSE,Sandfield Park School Sandfield Walk,,Liverpool,Liverpool,L12 1LH,,-2.910937071,53.42290878
1243677,71558,Everest Kitchen,Restaurant/Cafe/Canteen,1,4,fhrs_4_en-GB,21/11/2019,414,Liverpool,http://www.liverpool.gov.uk,environmental.health@liverpool.gov.uk,5,5,10,FHRS,FALSE,41 - 43 Mill Lane,West Derby,Liverpool,Liverpool,L12 7HZ,,-2.9109077,53.4305684
